delta_emvr,delta_auroc,delta_aurc,delta_brier
-0.03125,0.019738304615082414,0.001923206130184707,-0.014565309117518188
-0.03693181818181818,0.00898799527274996,-0.013799593881239192,-0.0012021398555426277
-0.015625,0.021865789473684227,-0.01093070526657769,-0.026006371646673854
-0.051136363636363646,-0.009112323332506778,0.005718175011535043,-0.002986325566282255
-0.051136363636363646,-0.005397402838997811,0.005096160624162682,-0.012640829842139267
-0.042613636363636354,0.015646480838767518,0.006425064114363499,-0.0253988534051538
-0.032670454545454586,-0.009122089299365754,-0.00787899786972257,0.010608801363477305
-0.044034090909090884,-0.029100008289124624,0.01571138632117358,0.027900272088836997
-0.0625,0.013769856644711531,-0.014219773630502641,-0.006397008544968719
-0.022727272727272763,0.009569018651169658,-0.0074642155845584535,-0.0006621987307156019
-0.01704545454545453,0.02850478394742828,-0.004592481551453198,-0.032632215090272865
-0.028409090909090884,0.01757458349476937,-0.019048406316661826,-0.006819010674935233
-0.025568181818181823,0.023845898027478052,-0.005099366858590915,-0.02105881798123138
-0.05539772727272724,0.008227791768543158,-0.011339147722504161,-0.010677979447117125
-0.03693181818181823,0.04902654130959305,-0.02505745361245837,-0.057670434063861076
-0.05397727272727276,0.007263334624822426,0.010491107683035628,-0.011411986691723719
-0.061079545454545414,0.029994673184182474,-0.022583838133034773,-0.007409179756097173
-0.05681818181818182,0.004862059830347376,-0.015540461781273829,0.0011535161129624383
-0.06534090909090912,0.00128099835226414,-0.00029935238406630926,-0.016443068697465757
-0.026988636363636354,0.021257267441860517,-0.022680421754351476,-0.01466034429050761
-0.07528409090909094,-0.005461329009997629,-0.0020536892141395646,0.012131266433634658
-0.04971590909090906,0.03933494070655441,-0.03210341241676523,-0.02484540438237698
-0.05539772727272729,0.015018087855297124,-0.020628229753678673,-0.008787348651532245
-0.06107954545454547,0.015682547225852494,-0.013317533936847425,-0.015233798809341004
-0.034090909090909116,0.005983382936507797,0.004683470593046413,-0.013096877390213979
-0.058238636363636354,-0.004816945714936072,0.015155583471712475,-0.012274571309243143
-0.032670454545454586,0.01023620826030991,-0.012077286231659656,-0.012617299010949878
-0.03267045454545453,0.03695631941428301,-0.041372620233727564,-0.04793303074604288
-0.048295454545454586,0.010985370231238023,-0.010111488957402437,-0.008325734009382801
-0.03693181818181818,0.031347912013753865,-0.01455444867344613,-0.042462083554267005
-0.02982954545454547,0.007747888239116318,-0.011892729358375487,-0.00778863366317728
-0.021306818181818177,0.027537867506831515,-0.00881183658676915,-0.02811489224255992
-0.04545454545454547,0.012163244220586455,-0.022137198846205575,-0.014179068819241747
-0.05823863636363641,-0.0033582552584229264,0.0007951613422970683,-0.0020367878806666906
-0.042613636363636354,0.006709849377053323,-0.021189149682847463,-0.004439217858484001
-0.03409090909090906,0.05410362929894175,-0.03665287411883705,-0.036889770104114816
-0.06818181818181818,-0.00485165142750521,0.012838357126986333,-0.0019196526441745965
-0.058238636363636354,-0.018184166343794383,0.0096311903872629,0.012181403669263569
-0.04829545454545453,0.00844373950363897,-0.000505496988095433,-0.006212373023718798
-0.025568181818181823,0.03717219613737677,-0.03955699793622397,-0.024473131166821538
-0.046875,0.03348770277341706,-0.03768240373110998,-0.03842429853504464
-0.078125,0.01828722496305102,-0.002699618558964667,-0.033591653571440006
-0.03551136363636359,0.023008547362321385,-0.01681992050051101,-0.016544766359413432
-0.06392045454545453,0.007323792246186955,-0.019495193105836917,-7.505382673250738e-05
-0.051136363636363646,0.011157622739017992,-0.022877180591788948,-0.017152276917665743
-0.04119318181818182,-0.0003901425699801564,0.012038184812334762,-0.010462142952154252
-0.05255681818181818,0.016410208730416986,-0.013587975232534522,-0.009918948290753238
-0.049715909090909116,0.012742019884876998,-0.006035211624331294,-0.016391984589416875
-0.06392045454545453,0.015247320160144628,-0.028882376238305363,-0.00841628700095065
-0.058238636363636354,0.007968209839860685,-0.013747469026735515,-0.010044628421275903
-0.03125,0.022060190924869882,-0.002574963649656037,-0.02562150077484604
-0.02982954545454547,0.003508526263380607,-0.01493019106284249,-0.002865895889122061
-0.051136363636363646,-0.010294330868493518,-0.000435396304412472,0.017573130829000694
-0.03409090909090906,0.005685701857950698,-0.028170923786580926,-0.0034604638696155154
-0.07244318181818182,0.04255253207710907,-0.03667513185230864,-0.037378913347141884
-0.044034090909090884,0.005772043055203957,-0.012654596707303845,0.0005066561832497429
-0.051136363636363646,0.014720083518204308,-0.02155398158415811,-0.03656093654903114
-0.042613636363636354,0.04250508880152892,-0.04306069481934116,-0.04520586850962949
-0.061079545454545414,0.00748123233669673,-0.004214983280418916,-0.004277992518252116
-0.05539772727272729,0.004129198966408287,-0.009683644606650776,-0.013870803570585288
-0.05397727272727271,0.03511480437665793,-0.03359769969720833,-0.01261474071488039
-0.035511363636363646,0.008081941113224578,-0.0061736089787644,-0.0073625120426131785
-0.04119318181818182,0.02400070271164023,-0.02654932492924228,-0.013454434017888539
-0.06676136363636365,0.02501864164543588,-0.03487145203549846,-0.021188479729313037
-0.04545454545454547,0.054861959063722376,-0.029617753667255498,-0.03778567289558976
-0.07102272727272724,0.023435401557883484,-0.0182156509319219,-0.038184407509167406
-0.06818181818181818,0.006388461956437386,-0.013820830521163285,0.003488772241682203
-0.03267045454545453,-0.0035150519638835753,-0.010266630450777081,0.0033182362176963354
-0.05255681818181818,0.005632864315378461,-0.005894391593141757,0.009583629599926091
-0.059659090909090884,0.023985516229674153,-0.01847395519131373,-0.019123420794959267
-0.06676136363636359,0.02426934365827771,-0.02695322370594533,-0.029599963943568175
-0.05255681818181818,0.015994832041343665,0.0032706248658675996,-0.02326813799468297
-0.05397727272727271,0.06489135445478167,-0.035111568654169534,-0.04132734223249901
-0.03409090909090906,0.020817805383022803,-0.028085846280518245,-0.019722214665921445
-0.05255681818181818,0.019016563146997956,-0.008591595535033303,-0.024394103688339608
-0.03693181818181818,0.011710678568476629,0.015726174263356762,-0.016423210917330233
